model_id,val_accuracy,test_accuracy,val_f1,test_f1,val_precision,test_precision,val_recall,test_recall,val_equalized_odds,test_equalized_odds,val_cuae,test_cuae,val_dem_parity,test_dem_parity,val_equal_opportunity,test_equal_opportunity,val_predictive_equality,test_predictive_equality,val_predictive_parity,test_predictive_parity,val_neg_predictive_parity,test_neg_predictive_parity,val_acc_robustness,test_acc_robustness
rtc_11,0.7028571428571428,0.7053333333333335,0.31686658295589937,0.31106232337457335,0.6220677451971689,0.5316361366730857,0.2857142857142857,0.2822222222222222,0.29293506493506494,0.30350877192982456,0.6513459119496855,0.5017543859649123,0.19283712747998463,0.24723432343234322,0.29293506493506494,0.20571428571428568,0.15836424445120095,0.23684210526315788,0.5999999999999999,0.4267857142857143,0.28747141802256004,0.2524977349476979,0.02733010678844443,0.021476137683389875
rtc_12,0.7028571428571428,0.7053333333333335,0.31686658295589937,0.31106232337457335,0.6220677451971689,0.5316361366730857,0.2857142857142857,0.2822222222222222,0.29293506493506494,0.30350877192982456,0.6513459119496855,0.5017543859649123,0.19283712747998463,0.24723432343234322,0.29293506493506494,0.20571428571428568,0.15836424445120095,0.23684210526315788,0.5999999999999999,0.4267857142857143,0.28747141802256004,0.2524977349476979,0.02733010678844443,0.021476137683389875
rtc_13,0.7042857142857144,0.7053333333333335,0.32614540896859634,0.3143298198255079,0.6235761746559089,0.5336336035765523,0.3,0.2866666666666666,0.2853160173160173,0.2964322571133716,0.6177948717948717,0.5002898550724637,0.20743172207457922,0.23923432343234322,0.2853160173160173,0.20571428571428568,0.1620006080875646,0.229765590446705,0.6132161172161171,0.44033613445378156,0.25392037786774635,0.2514689118270601,0.029354650470877146,0.02329929490042873
rtc_14,0.7042857142857143,0.7086666666666668,0.3179242244154446,0.3105771117436367,0.6273309030919056,0.547544986945578,0.2857142857142857,0.27999999999999997,0.29293506493506494,0.30350877192982456,0.6680125786163522,0.5350877192982456,0.1887554948269234,0.24723432343234322,0.29293506493506494,0.20571428571428568,0.15836424445120095,0.23684210526315788,0.6166666666666666,0.46011904761904765,0.2857641009493893,0.2524977349476979,0.028824721902405058,0.021476137683389875
rtc_15,0.6928571428571428,0.7026666666666667,0.3496784696784697,0.3515649004336712,0.40025510204081627,0.4173232381167267,0.3476190476190476,0.3466666666666667,0.37142857142857144,0.33539594540386536,0.5141196581196581,0.38114979757085016,0.22942185227899511,0.2805432098765432,0.37142857142857144,0.13308970099667775,0.18712176712176715,0.3315199764116173,0.4782222222222222,0.1783624505398699,0.24048005453665833,0.311093008722115,0.032824488634505364,0.02020305089104422
rtc_16,0.7042857142857143,0.7066666666666668,0.3179242244154446,0.3093387943783171,0.6273309030919056,0.5385656468284024,0.2857142857142857,0.27999999999999997,0.29293506493506494,0.30350877192982456,0.6680125786163522,0.5017543859649123,0.1887554948269234,0.24723432343234322,0.29293506493506494,0.20571428571428568,0.15836424445120095,0.23684210526315788,0.6166666666666666,0.4267857142857143,0.2857641009493893,0.2524977349476979,0.02733010678844443,0.021476137683389875
rtc_17,0.7042857142857143,0.7066666666666668,0.3179242244154446,0.3093387943783171,0.6273309030919056,0.5385656468284024,0.2857142857142857,0.27999999999999997,0.29293506493506494,0.30350877192982456,0.6680125786163522,0.5017543859649123,0.1887554948269234,0.24723432343234322,0.29293506493506494,0.20571428571428568,0.15836424445120095,0.23684210526315788,0.6166666666666666,0.4267857142857143,0.2857641009493893,0.2524977349476979,0.02733010678844443,0.021476137683389875
rtc_18,0.7057142857142857,0.7060000000000001,0.3229691794603996,0.3097340512953131,0.6288393325506456,0.537337307280256,0.29523809523809524,0.2822222222222222,0.2853160173160173,0.2964322571133716,0.6344615384615384,0.5002898550724637,0.20335008942151797,0.23923432343234322,0.2853160173160173,0.20571428571428568,0.15836424445120095,0.229765590446705,0.6298827838827838,0.44033613445378156,0.25221306079457556,0.25103320405524937,0.030001574864034968,0.023211538298959913
rtc_19,0.7042857142857143,0.7086666666666668,0.3179242244154446,0.3105771117436367,0.6273309030919056,0.547544986945578,0.2857142857142857,0.27999999999999997,0.29293506493506494,0.30350877192982456,0.6680125786163522,0.5350877192982456,0.1887554948269234,0.24723432343234322,0.29293506493506494,0.20571428571428568,0.15836424445120095,0.23684210526315788,0.6166666666666666,0.46011904761904765,0.2857641009493893,0.2524977349476979,0.028824721902405058,0.021476137683389875
rtc_20,0.6928571428571428,0.7026666666666667,0.3496784696784697,0.3515649004336712,0.40025510204081627,0.4173232381167267,0.3476190476190476,0.3466666666666667,0.37142857142857144,0.33539594540386536,0.5141196581196581,0.38114979757085016,0.22942185227899511,0.2805432098765432,0.37142857142857144,0.13308970099667775,0.18712176712176715,0.3315199764116173,0.4782222222222222,0.1783624505398699,0.24048005453665833,0.311093008722115,0.032824488634505364,0.02020305089104422
rtc_21,0.7042857142857143,0.7066666666666668,0.3179242244154446,0.3093387943783171,0.6273309030919056,0.5385656468284024,0.2857142857142857,0.27999999999999997,0.29293506493506494,0.30350877192982456,0.6680125786163522,0.5017543859649123,0.1887554948269234,0.24723432343234322,0.29293506493506494,0.20571428571428568,0.15836424445120095,0.23684210526315788,0.6166666666666666,0.4267857142857143,0.2857641009493893,0.2524977349476979,0.029126486031420762,0.021476137683389875
rtc_22,0.7042857142857143,0.7066666666666668,0.3179242244154446,0.3093387943783171,0.6273309030919056,0.5385656468284024,0.2857142857142857,0.27999999999999997,0.29293506493506494,0.30350877192982456,0.6680125786163522,0.5017543859649123,0.1887554948269234,0.24723432343234322,0.29293506493506494,0.20571428571428568,0.15836424445120095,0.23684210526315788,0.6166666666666666,0.4267857142857143,0.2857641009493893,0.2524977349476979,0.029126486031420762,0.021476137683389875
rtc_23,0.7057142857142857,0.7060000000000001,0.3229691794603996,0.3097340512953131,0.6288393325506456,0.537337307280256,0.29523809523809524,0.2822222222222222,0.2853160173160173,0.2964322571133716,0.6344615384615384,0.5002898550724637,0.20335008942151797,0.23923432343234322,0.2853160173160173,0.20571428571428568,0.15836424445120095,0.229765590446705,0.6298827838827838,0.44033613445378156,0.25221306079457556,0.25103320405524937,0.0292209101491016,0.023211538298959913
rtc_24,0.7042857142857143,0.7086666666666668,0.3179242244154446,0.3105771117436367,0.6273309030919056,0.547544986945578,0.2857142857142857,0.27999999999999997,0.29293506493506494,0.30350877192982456,0.6680125786163522,0.5350877192982456,0.1887554948269234,0.24723432343234322,0.29293506493506494,0.20571428571428568,0.15836424445120095,0.23684210526315788,0.6166666666666666,0.46011904761904765,0.2857641009493893,0.2524977349476979,0.030767596047717293,0.021476137683389875
rtc_25,0.6928571428571428,0.7026666666666667,0.3496784696784697,0.3515649004336712,0.40025510204081627,0.4173232381167267,0.3476190476190476,0.3466666666666667,0.37142857142857144,0.33539594540386536,0.5141196581196581,0.38114979757085016,0.22942185227899511,0.2805432098765432,0.37142857142857144,0.13308970099667775,0.18712176712176715,0.3315199764116173,0.4782222222222222,0.1783624505398699,0.24048005453665833,0.311093008722115,0.032824488634505364,0.02020305089104422
rtc_26,0.7042857142857143,0.7066666666666668,0.3179242244154446,0.3093387943783171,0.6273309030919056,0.5385656468284024,0.2857142857142857,0.27999999999999997,0.29293506493506494,0.30350877192982456,0.6680125786163522,0.5017543859649123,0.1887554948269234,0.24723432343234322,0.29293506493506494,0.20571428571428568,0.15836424445120095,0.23684210526315788,0.6166666666666666,0.4267857142857143,0.2857641009493893,0.2524977349476979,0.029264002498758174,0.021476137683389875
rtc_27,0.7042857142857143,0.7066666666666668,0.3179242244154446,0.3093387943783171,0.6273309030919056,0.5385656468284024,0.2857142857142857,0.27999999999999997,0.29293506493506494,0.30350877192982456,0.6680125786163522,0.5017543859649123,0.1887554948269234,0.24723432343234322,0.29293506493506494,0.20571428571428568,0.15836424445120095,0.23684210526315788,0.6166666666666666,0.4267857142857143,0.2857641009493893,0.2524977349476979,0.029264002498758174,0.021476137683389875
rtc_28,0.7057142857142857,0.7060000000000001,0.3229691794603996,0.3097340512953131,0.6288393325506456,0.537337307280256,0.29523809523809524,0.2822222222222222,0.2853160173160173,0.2964322571133716,0.6344615384615384,0.5002898550724637,0.20335008942151797,0.23923432343234322,0.2853160173160173,0.20571428571428568,0.15836424445120095,0.229765590446705,0.6298827838827838,0.44033613445378156,0.25221306079457556,0.25103320405524937,0.02937562122582573,0.023211538298959913
rtc_29,0.7042857142857143,0.7086666666666668,0.3179242244154446,0.3105771117436367,0.6273309030919056,0.547544986945578,0.2857142857142857,0.27999999999999997,0.29293506493506494,0.30350877192982456,0.6680125786163522,0.5350877192982456,0.1887554948269234,0.24723432343234322,0.29293506493506494,0.20571428571428568,0.15836424445120095,0.23684210526315788,0.6166666666666666,0.46011904761904765,0.2857641009493893,0.2524977349476979,0.030308951254027515,0.021476137683389875
